master_regulator 1	master_regulator_2	p-value	fdr	enrichment	Intersection Genes
AT1G27730	AT4G36740	0.999622399394178	1	0.654366543665437	AT1G17140,AT1G18370,AT1G19850,AT1G23000,AT1G44110,AT1G53140,AT1G59540,AT1G63100,AT1G72250,AT2G07170,AT2G29890,AT2G37470,AT3G08770,AT3G17360,AT3G20260,AT3G23670,AT3G24495,AT3G27360,AT3G53190,AT3G61610,AT4G05520,AT4G14150,AT4G14770,AT4G26660,AT4G31610,AT5G11160,AT5G27330,AT5G28640,AT5G41880,AT5G48360,AT5G48600,AT5G51560
AT1G27730	AT2G18550	0.9959907269682	1	0.587752525252525	AT1G17140,AT1G19850,AT1G23000,AT1G63100,AT1G78430,AT2G37470,AT3G17360,AT3G53190,AT4G14150,AT4G14770,AT4G26660,AT4G31610,AT5G27330,AT5G51560
AT1G27730	AT2G01570	0.784897579354005	1	0.738888888888889	AT1G18370,AT5G23940
AT1G27730	AT4G14770	0.451549795532908	1	1.04559748427673	AT1G17140,AT1G23000,AT1G44110,AT1G53140,AT1G59540,AT1G72670,AT2G07170,AT2G22610,AT3G08770,AT3G17360,AT3G19590,AT3G23890,AT3G54630,AT3G61610,AT4G05520,AT4G21820,AT4G33400,AT5G27330,AT5G48600,AT5G51560
AT1G27730	AT1G43700	0.685129732485286	1	0.893817204301075	AT1G76310,AT4G14200,AT4G14770,AT5G27330,AT5G51560
AT1G27730	AT5G04340	0.909623253076856	1	0.461805555555556	AT5G23940
AT1G27730	AT5G60850	0.657587139140901	1	0.959134615384615	AT1G03780,AT1G04770,AT1G06420,AT1G09200,AT1G16220,AT1G17140,AT1G18370,AT1G19850,AT1G44110,AT1G53140,AT1G59540,AT1G78430,AT2G07170,AT2G21790,AT2G29890,AT2G31270,AT3G06030,AT3G14890,AT3G17360,AT3G20260,AT3G27360,AT3G50070,AT3G51280,AT3G54750,AT3G56870,AT3G61610,AT4G05190,AT4G05520,AT4G14200,AT4G21820,AT4G31610,AT4G33400,AT5G04320,AT5G23420,AT5G28640,AT5G48360
AT1G27730	AT4G34000	0.892322043742844	1	0.615740740740741	AT1G72250,AT3G14890,AT5G23940
AT1G27730	AT1G44830	0.942840401946114	1	0.568376068376068	AT1G63100,AT3G06030,AT3G54630,AT4G14150
AT1G27730	AT5G25190	0.976885394040512	1	0.57046568627451	AT1G23000,AT1G63100,AT1G72670,AT1G78770,AT3G23890,AT3G54630,AT4G21820
AT1G27730	AT5G63790	0.901528972972609	1	0.554166666666667	AT1G72250,AT5G23940
AT1G27730	AT1G77450	0.999986035873035	1	0.279882154882155	AT1G19850,AT1G72250,AT3G19590,AT3G53190,AT5G23940
AT1G27730	AT3G60490	0.855756452619664	1	0.849722222222222	AT1G02730,AT1G08560,AT1G15660,AT1G16220,AT1G17140,AT1G19850,AT1G53140,AT1G72250,AT1G78430,AT1G78770,AT2G37470,AT3G06030,AT3G14890,AT3G19590,AT3G20260,AT3G50070,AT3G52170,AT4G05520,AT4G14150,AT4G21270,AT5G51560,AT5G65120,AT5G67270
AT1G27730	AT4G04890	0.468635689290822	1	1.06570512820513	AT1G08560,AT1G17140,AT3G08770,AT3G14890,AT3G19590,AT3G23670,AT4G02060,AT5G04320,AT5G23420,AT5G67270
AT1G27730	AT5G53210	0.966791495729262	1	0.755681818181818	AT1G03780,AT1G04770,AT1G09200,AT1G16220,AT1G44110,AT1G61450,AT1G72670,AT1G78770,AT2G21790,AT3G08770,AT3G50070,AT3G53190,AT3G61610,AT4G02060,AT4G14150,AT4G14200,AT5G11160,AT5G23420,AT5G23940,AT5G28640,AT5G46280,AT5G48360,AT5G50740,AT5G65120
AT1G27730	AT1G36060	0.939660777077885	1	0.395833333333333	AT3G06030
AT1G27730	AT1G01720	0.941489899351601	1	0.791666666666667	AT1G06420,AT1G07370,AT1G17140,AT1G19850,AT1G23000,AT1G44110,AT1G63100,AT1G67180,AT2G21790,AT2G37470,AT3G19590,AT3G23890,AT3G27360,AT3G51280,AT3G53190,AT3G61610,AT4G05520,AT4G14150,AT4G26660,AT4G31610,AT5G23940,AT5G28640,AT5G48600,AT5G52950,AT5G63950
AT1G27730	AT1G09530	1	1	0	
AT1G27730	AT4G01120	0.797835139554256	1	0.692708333333333	AT3G14890
AT4G01120	AT1G77450	1	1	0	
AT5G47370	AT1G27730	0.998314134554188	1	0.545770202020202	AT1G19850,AT1G44110,AT1G63100,AT1G78430,AT2G31270,AT2G37470,AT3G27360,AT4G05520,AT4G14200,AT4G14770,AT5G23940,AT5G27330,AT5G65120
AT5G47370	AT2G43060	1	1	0	
AT5G47370	AT4G11660	0.889432703232328	1	0.503787878787879	AT5G23940
AT5G47370	AT4G36740	0.999999699776643	1	0.43942731277533	AT1G19850,AT1G44110,AT1G63100,AT1G73590,AT2G17620,AT2G37470,AT3G01410,AT3G17160,AT3G27360,AT3G52920,AT4G01730,AT4G05520,AT4G14770,AT5G17800,AT5G24330,AT5G27330,AT5G38690,AT5G65360
AT5G47370	AT2G18550	0.999887330023216	1	0.412190082644628	AT1G19850,AT1G63100,AT1G78430,AT2G37470,AT3G01410,AT3G52920,AT4G01730,AT4G14770,AT5G27330
AT5G47370	AT2G01570	0.909623253076856	1	0.461805555555556	AT5G23940
AT5G47370	AT4G14770	0.990129402639168	1	0.540650406504065	AT1G44110,AT1G73590,AT1G75150,AT2G17620,AT3G52920,AT4G05520,AT5G27330,AT5G38690
AT5G47370	AT1G52880	0.999931057694357	1	0.30787037037037	AT1G19850,AT1G73590,AT3G01410,AT3G52920,AT5G23940
AT5G47370	AT5G39610	0.961473151882238	1	0.488970588235294	AT1G63100,AT1G78430,AT5G24330
AT5G47370	AT2G36270	0.997688726017437	1	0.456372549019608	AT1G19850,AT1G73590,AT2G31270,AT2G37470,AT3G27360,AT4G01730,AT4G14770
AT5G47370	AT5G66700	0.999996290289351	1	0.414032567049808	AT1G19850,AT1G44110,AT1G63100,AT1G73590,AT2G17620,AT2G37470,AT3G17160,AT3G52920,AT4G05520,AT4G14770,AT5G24330,AT5G27330,AT5G38690
AT5G47370	AT5G17800	0.95705239642015	1	0.443333333333333	AT1G19850,AT4G14200
AT5G47370	AT1G69490	0.99955277648683	1	0.350738396624473	AT1G19850,AT1G73590,AT3G01410,AT3G52920,AT5G23940
AT5G47370	AT1G09530	1	1	0	
AT5G47370	AT1G36060	1	1	0	
AT5G47370	AT3G60490	0.99976388927964	1	0.387916666666667	AT1G19850,AT1G73590,AT1G78430,AT2G37470,AT4G05520,AT5G17800,AT5G65120
AT5G47370	AT5G53210	0.998947295798375	1	0.470518867924528	AT1G44110,AT1G75150,AT3G52920,AT4G01730,AT4G14200,AT5G17800,AT5G23940,AT5G65120,AT5G65360
AT2G22430	AT1G77450	0.99999998665804	1	0.270325203252032	AT1G72250,AT3G19590,AT3G27060,AT3G27330,AT3G52920,AT3G53190,AT5G13840,AT5G23940
AT2G22430	AT5G67060	0.999999999999979	1	0.330067920585162	AT1G04770,AT1G15660,AT1G18370,AT1G72250,AT1G78770,AT2G17560,AT3G14890,AT3G19590,AT3G27060,AT3G51720,AT3G52110,AT3G53190,AT3G61610,AT4G02060,AT5G04320,AT5G11160,AT5G23420,AT5G23940,AT5G62710
AT2G22430	AT2G43060	1	1	0	
AT2G22430	AT1G22640	0.994418984608866	1	0.361413043478261	AT3G19590,AT3G52920,AT5G23940
AT2G22430	AT4G01120	0.909623253076856	1	0.461805555555556	AT3G14890
AT2G22430	AT2G18550	0.999999162482026	1	0.393670309653916	AT1G17140,AT1G23000,AT1G78430,AT2G37470,AT3G52920,AT3G53190,AT3G57060,AT4G01730,AT4G24790,AT4G26660,AT5G01370,AT5G08180,AT5G51560
AT2G22430	AT2G01570	0.892322043742844	1	0.615740740740741	AT1G18370,AT3G27330,AT5G23940
AT2G22430	AT5G04340	0.973182983541829	1	0.30787037037037	AT5G23940
AT2G22430	AT1G52880	0.999999365012988	1	0.328125	AT1G06420,AT1G78770,AT3G19590,AT3G23580,AT3G52920,AT3G53190,AT4G02060,AT5G23940,AT5G28640
AT2G22430	AT5G39610	0.999804891672517	1	0.255769230769231	AT1G78430,AT5G11160,AT5G60210
AT2G22430	AT2G36270	0.99992906007836	1	0.500941619585688	AT2G16440,AT2G17560,AT2G37470,AT3G14890,AT3G19590,AT3G23670,AT3G27330,AT3G27360,AT3G52110,AT3G53190,AT3G53650,AT4G01730,AT4G24790,AT4G36180,AT5G23420,AT5G51560
AT2G22430	AT5G66700	0.999999961301986	1	0.395833333333333	AT1G17140,AT1G18370,AT1G23000,AT1G72250,AT2G17620,AT2G37470,AT3G49250,AT3G52920,AT3G53190,AT3G61610,AT4G24790,AT4G26660,AT5G01370,AT5G01910,AT5G08180,AT5G28640
AT2G22430	AT5G60850	0.991481059137262	1	0.73582295988935	AT1G04770,AT1G06420,AT1G09200,AT1G16070,AT1G17140,AT1G18370,AT1G55200,AT1G78430,AT1G80370,AT2G16440,AT3G14890,AT3G20260,AT3G23580,AT3G27330,AT3G27360,AT3G50070,AT3G51280,AT3G51720,AT3G54750,AT3G56870,AT3G61610,AT4G02800,AT4G14200,AT4G33400,AT5G01370,AT5G01910,AT5G04320,AT5G23420,AT5G23910,AT5G28640,AT5G57410,AT5G62710
AT2G22430	AT1G69490	0.999999988437164	1	0.203737745098039	AT3G23580,AT3G52920,AT3G53190,AT5G23420,AT5G23940
AT2G22430	AT5G47370	0.999999854096145	1	0.34439736346516	AT1G78430,AT2G16270,AT2G17620,AT2G37470,AT3G27360,AT3G52920,AT4G01730,AT4G14200,AT5G23940,AT5G65120,AT5G65360
AT2G22430	AT4G34000	0.975810718092347	1	0.449324324324324	AT1G72250,AT3G14890,AT5G23940
AT2G22430	AT1G44830	0.990804123217026	1	0.386627906976744	AT2G16440,AT3G51720,AT3G54630
AT2G22430	AT2G22540	0.991645592750909	1	0.676598837209302	AT1G06420,AT1G15660,AT1G16070,AT1G18370,AT3G14890,AT3G19590,AT3G20260,AT3G27330,AT3G50070,AT3G52920,AT3G53190,AT3G54750,AT4G02800,AT4G21270,AT4G36180,AT4G37210,AT5G01370,AT5G46280,AT5G51560,AT5G62710,AT5G63950
AT2G22430	AT1G01720	0.999998892144682	1	0.455479452054795	AT1G06420,AT1G17140,AT1G23000,AT1G23410,AT2G16440,AT2G37470,AT3G19590,AT3G27360,AT3G51280,AT3G53190,AT3G61610,AT4G01730,AT4G26660,AT5G01370,AT5G23940,AT5G28640,AT5G61000,AT5G63950
AT2G22430	AT4G31800	0.999999999999919	1	0.45292467948718	AT1G04770,AT1G17140,AT1G18370,AT1G23000,AT1G72250,AT1G78430,AT2G17560,AT2G17620,AT2G37470,AT2G38810,AT3G14890,AT3G20260,AT3G23580,AT3G27330,AT3G27360,AT3G50070,AT3G51720,AT3G52920,AT3G53190,AT3G61610,AT4G01730,AT4G02800,AT4G14200,AT4G24790,AT4G30130,AT5G01370,AT5G04320,AT5G10400,AT5G11160,AT5G23940,AT5G28640,AT5G51560,AT5G60210,AT5G65120
AT2G22430	AT5G63790	0.997032854318505	1	0.277083333333333	AT1G72250,AT5G23940
AT2G22430	AT5G25190	0.999297520422215	1	0.417114695340502	AT1G23000,AT1G72670,AT1G78770,AT2G16440,AT3G27330,AT3G54630,AT5G57410
AT2G01570	AT4G31800	0.918967981321802	1	0.573275862068966	AT1G18370,AT3G27330,AT5G23940
AT2G01570	AT5G47370	0.909623253076856	1	0.461805555555556	AT5G23940
AT2G01570	AT2G22430	0.892322043742844	1	0.615740740740741	AT1G18370,AT3G27330,AT5G23940
AT5G66700	AT2G22430	0.999999961301986	1	0.395833333333333	AT1G17140,AT1G18370,AT1G23000,AT1G72250,AT2G17620,AT2G37470,AT3G49250,AT3G52920,AT3G53190,AT3G61610,AT4G24790,AT4G26660,AT5G01370,AT5G01910,AT5G08180,AT5G28640
AT5G66700	AT5G25190	0.99717930632919	1	0.375706214689266	AT1G23000,AT1G48610,AT1G63100,AT1G73590
AT5G66700	AT5G47370	0.999996290289351	1	0.414032567049808	AT1G19850,AT1G44110,AT1G63100,AT1G73590,AT2G17620,AT2G37470,AT3G17160,AT3G52920,AT4G05520,AT4G14770,AT5G24330,AT5G27330,AT5G38690
AT5G66700	AT1G22640	0.9935739463362	1	0.221666666666667	AT3G52920
AT5G66700	AT5G53210	0.999999823176053	1	0.251893939393939	AT1G44110,AT3G08770,AT3G52920,AT3G53190,AT3G61610,AT5G28640
AT5G66700	AT2G18550	0.99999698240509	1	0.447811447811448	AT1G17140,AT1G19850,AT1G21810,AT1G23000,AT1G48610,AT1G63100,AT2G26400,AT2G37470,AT3G52920,AT3G53190,AT4G14770,AT4G24790,AT4G26660,AT5G01370,AT5G08180,AT5G27330
AT5G66700	AT2G43060	1	1	0	
AT5G66700	AT4G11660	0.752909615010765	1	0.791666666666667	AT5G01370
AT5G66700	AT1G52880	0.99988649178629	1	0.346354166666667	AT1G19850,AT1G21810,AT1G73590,AT3G52920,AT3G53190,AT5G28640
AT5G66700	AT5G39610	0.989162631890252	1	0.395833333333333	AT1G63100,AT2G26400,AT5G24330
AT5G66700	AT4G14770	0.877700331292396	1	0.799278846153846	AT1G17140,AT1G21810,AT1G23000,AT1G44110,AT1G48610,AT1G73590,AT2G17620,AT2G26400,AT3G08770,AT3G52920,AT3G61610,AT4G05520,AT5G01370,AT5G27330,AT5G38690
AT5G66700	AT2G01570	0.978117549549469	1	0.291666666666667	AT1G18370
AT5G66700	AT5G60850	0.999860814540726	1	0.503787878787879	AT1G17140,AT1G18370,AT1G19850,AT1G21810,AT1G44110,AT1G73590,AT2G26400,AT3G61610,AT4G05520,AT5G01370,AT5G01910,AT5G24330,AT5G28640,AT5G38690,AT5G59870
AT5G66700	AT1G09530	1	1	0	
AT5G66700	AT1G36060	1	1	0	
AT5G66700	AT2G22540	0.999348069693279	1	0.473646723646724	AT1G18370,AT1G19850,AT1G44110,AT1G63100,AT1G73590,AT3G52920,AT3G53190,AT4G14770,AT5G01370,AT5G54670
AT5G60850	AT1G27730	0.657587139140901	1	0.959134615384615	AT1G03780,AT1G04770,AT1G06420,AT1G09200,AT1G16220,AT1G17140,AT1G18370,AT1G19850,AT1G44110,AT1G53140,AT1G59540,AT1G78430,AT2G07170,AT2G21790,AT2G29890,AT2G31270,AT3G06030,AT3G14890,AT3G17360,AT3G20260,AT3G27360,AT3G50070,AT3G51280,AT3G54750,AT3G56870,AT3G61610,AT4G05190,AT4G05520,AT4G14200,AT4G21820,AT4G31610,AT4G33400,AT5G04320,AT5G23420,AT5G28640,AT5G48360
AT5G60850	AT2G22430	0.991481059137262	1	0.73582295988935	AT1G04770,AT1G06420,AT1G09200,AT1G16070,AT1G17140,AT1G18370,AT1G55200,AT1G78430,AT1G80370,AT2G16440,AT3G14890,AT3G20260,AT3G23580,AT3G27330,AT3G27360,AT3G50070,AT3G51280,AT3G51720,AT3G54750,AT3G56870,AT3G61610,AT4G02800,AT4G14200,AT4G33400,AT5G01370,AT5G01910,AT5G04320,AT5G23420,AT5G23910,AT5G28640,AT5G57410,AT5G62710
AT5G60850	AT5G25190	0.974749637908698	1	0.554166666666667	AT1G73590,AT2G16440,AT2G24490,AT3G27330,AT4G21820,AT5G57410
AT5G60850	AT5G05410	1	1	0	
AT5G60850	AT1G22640	1	1	0	
AT5G60850	AT1G43700	0.98214852726404	1	0.277083333333333	AT4G14200
AT5G60850	AT2G18550	0.999984388874041	1	0.354666666666667	AT1G17140,AT1G19850,AT1G21810,AT1G78430,AT2G26400,AT3G17360,AT4G31610,AT5G01370
AT5G60850	AT4G04890	0.636219838530102	1	0.943262411347518	AT1G17140,AT1G73590,AT2G26400,AT3G14890,AT4G02800,AT5G01370,AT5G04320,AT5G23420
AT5G60850	AT4G11660	0.278886493327736	1	1.47777777777778	AT4G31610,AT4G33400,AT5G01370,AT5G48360
AT5G60850	AT1G52880	0.999185124839929	1	0.443333333333333	AT1G06420,AT1G19850,AT1G21810,AT1G73590,AT2G07170,AT2G21790,AT3G23580,AT5G28640
AT5G60850	AT5G39610	0.989162631890252	1	0.395833333333333	AT1G78430,AT2G26400,AT5G24330
AT5G60850	AT1G69490	0.9987159275403	1	0.435861423220974	AT1G19850,AT1G21810,AT1G73590,AT2G07170,AT2G21790,AT3G23580,AT5G23420
AT5G60850	AT4G34000	0.9935739463362	1	0.221666666666667	AT3G14890
AT5G60850	AT5G66700	0.999860814540726	1	0.503787878787879	AT1G17140,AT1G18370,AT1G19850,AT1G21810,AT1G44110,AT1G73590,AT2G26400,AT3G61610,AT4G05520,AT5G01370,AT5G01910,AT5G24330,AT5G28640,AT5G38690,AT5G59870
AT5G60850	AT1G09530	1	1	0	
AT5G60850	AT1G36060	0.711364796279217	1	0.852564102564103	AT2G16440,AT3G06030
AT5G60850	AT1G44830	0.685129732485286	1	0.893817204301075	AT1G73590,AT2G16440,AT2G33560,AT3G06030,AT3G51720
AT5G60850	AT3G60490	0.989116579575607	1	0.639423076923077	AT1G16070,AT1G16220,AT1G17140,AT1G19850,AT1G53140,AT1G73590,AT1G78430,AT2G16440,AT2G33560,AT3G06030,AT3G14890,AT3G20260,AT3G50070,AT4G05520,AT5G01910
AT4G31800	AT2G22540	0.999335865818732	1	0.589539007092199	AT1G18370,AT1G19850,AT1G44110,AT1G63100,AT1G75150,AT3G13190,AT3G14890,AT3G20260,AT3G27330,AT3G50070,AT3G52920,AT3G53190,AT4G02800,AT4G14770,AT4G29030,AT4G35620,AT5G01370,AT5G03870,AT5G51560,AT5G54670
AT4G31800	AT1G27730	0.997131718492052	1	0.720216606498195	AT1G04770,AT1G08560,AT1G16220,AT1G17140,AT1G18370,AT1G19850,AT1G23000,AT1G44110,AT1G61450,AT1G63100,AT1G67630,AT1G72250,AT1G78430,AT2G21790,AT2G37470,AT2G38810,AT3G14890,AT3G20260,AT3G23890,AT3G27360,AT3G50070,AT3G53190,AT3G61610,AT4G05190,AT4G14200,AT4G14770,AT4G30130,AT5G04320,AT5G11160,AT5G23940,AT5G27330,AT5G28640,AT5G48360,AT5G50740,AT5G51560,AT5G65120
AT4G31800	AT2G22430	0.999999999999919	1	0.45292467948718	AT1G04770,AT1G17140,AT1G18370,AT1G23000,AT1G72250,AT1G78430,AT2G17560,AT2G17620,AT2G37470,AT2G38810,AT3G14890,AT3G20260,AT3G23580,AT3G27330,AT3G27360,AT3G50070,AT3G51720,AT3G52920,AT3G53190,AT3G61610,AT4G01730,AT4G02800,AT4G14200,AT4G24790,AT4G30130,AT5G01370,AT5G04320,AT5G10400,AT5G11160,AT5G23940,AT5G28640,AT5G51560,AT5G60210,AT5G65120
AT4G31800	AT5G25190	0.999993252914064	1	0.269012944983819	AT1G23000,AT1G63100,AT3G23890,AT3G27330,AT4G29030
AT4G31800	AT5G05410	0.999994793447074	1	0.0939265536723164	AT5G23940
AT4G31800	AT1G22640	0.997953510140261	1	0.263888888888889	AT3G52920,AT5G23940
AT4G31800	AT5G60850	0.999990792407653	1	0.566301703163017	AT1G04770,AT1G16220,AT1G17140,AT1G18370,AT1G19850,AT1G21810,AT1G44110,AT1G78430,AT2G21790,AT3G13190,AT3G14890,AT3G20260,AT3G23580,AT3G27330,AT3G27360,AT3G50070,AT3G51720,AT3G61610,AT4G02800,AT4G05190,AT4G14200,AT4G35620,AT5G01370,AT5G04320,AT5G28640,AT5G38690,AT5G45780,AT5G48360
AT4G31800	AT2G18550	0.999999356185605	1	0.415625	AT1G17140,AT1G19850,AT1G21810,AT1G23000,AT1G63100,AT1G78430,AT2G37470,AT3G52920,AT3G53190,AT4G01730,AT4G14770,AT4G24790,AT5G01370,AT5G27330,AT5G51560
AT4G31800	AT4G04890	0.976885394040512	1	0.57046568627451	AT1G08560,AT1G17140,AT3G14890,AT3G52920,AT4G02800,AT5G01370,AT5G04320
AT4G31800	AT4G11660	0.688280057592738	1	0.886666666666667	AT5G01370,AT5G11160,AT5G23940,AT5G48360
AT4G31800	AT1G52880	0.999999717699426	1	0.335858585858586	AT1G19850,AT1G21810,AT2G21790,AT3G23580,AT3G52920,AT3G53190,AT5G03870,AT5G22880,AT5G23940,AT5G28640
AT4G31800	AT5G39610	0.998086326219721	1	0.395833333333333	AT1G63100,AT1G78430,AT4G29030,AT5G11160,AT5G60210
AT4G31800	AT1G69490	0.999998920251266	1	0.334731543624161	AT1G19850,AT1G21810,AT2G21790,AT3G23580,AT3G52920,AT3G53190,AT5G03870,AT5G22880,AT5G23940
AT4G31800	AT5G04340	0.967143762677259	1	0.325980392156863	AT5G23940
AT4G31800	AT5G47370	0.999999294823598	1	0.428341384863124	AT1G19850,AT1G44110,AT1G63100,AT1G75150,AT1G78430,AT2G17620,AT2G37470,AT3G27360,AT3G52920,AT4G01730,AT4G14200,AT4G14770,AT5G23940,AT5G27330,AT5G38690,AT5G65120
AT4G31800	AT1G09530	1	1	0	
AT4G31800	AT1G36060	0.978117549549469	1	0.291666666666667	AT4G29030
AT4G31800	AT1G44830	0.99831941598411	1	0.313679245283019	AT1G63100,AT3G51720,AT4G29030
AT4G31800	AT4G14770	0.95131063093739	1	0.744402985074627	AT1G10780,AT1G17140,AT1G21810,AT1G23000,AT1G44110,AT1G75150,AT2G17560,AT2G17620,AT3G23890,AT3G52920,AT3G61610,AT4G23800,AT5G01370,AT5G03870,AT5G22880,AT5G27330,AT5G38690,AT5G51560
AT4G31800	AT2G36270	0.999998615723595	1	0.400231481481481	AT1G19850,AT2G17560,AT2G37470,AT3G14890,AT3G20670,AT3G27330,AT3G27360,AT3G53190,AT3G55660,AT4G01730,AT4G14770,AT4G24790,AT5G51560
AT4G31800	AT5G63790	0.995711121016778	1	0.291666666666667	AT1G72250,AT5G23940
AT4G31800	AT1G77450	0.999999999933033	1	0.194444444444444	AT1G19850,AT1G72250,AT3G27330,AT3G52920,AT3G53190,AT5G23940
AT4G31800	AT5G53210	0.999999721678711	1	0.500150421179302	AT1G04770,AT1G16220,AT1G44110,AT1G61450,AT1G75150,AT2G21790,AT3G09730,AT3G13190,AT3G20670,AT3G27330,AT3G50070,AT3G52920,AT3G53190,AT3G61610,AT4G01730,AT4G02800,AT4G14200,AT5G11160,AT5G23940,AT5G28640,AT5G45780,AT5G48360,AT5G50740,AT5G60210,AT5G65120
AT4G31800	AT5G67060	1	1	0.253333333333333	AT1G04770,AT1G18370,AT1G21810,AT1G61450,AT1G72250,AT2G17560,AT3G14890,AT3G51720,AT3G53190,AT3G61610,AT4G14770,AT5G03870,AT5G04320,AT5G11160,AT5G23940,AT5G54670
AT4G31800	AT4G36740	0.999999999996864	1	0.472222222222222	AT1G17140,AT1G18370,AT1G19850,AT1G21810,AT1G23000,AT1G44110,AT1G63100,AT1G72250,AT2G17620,AT2G37470,AT3G20260,AT3G20670,AT3G23580,AT3G27360,AT3G51720,AT3G52920,AT3G53190,AT3G55660,AT3G61610,AT4G01730,AT4G14770,AT4G24790,AT4G29030,AT5G01370,AT5G03870,AT5G11160,AT5G27330,AT5G28640,AT5G38690,AT5G45780,AT5G48360,AT5G51560,AT5G54670,AT5G60210
AT4G31800	AT2G01570	0.918967981321802	1	0.573275862068966	AT1G18370,AT3G27330,AT5G23940
AT1G69490	AT2G01570	0.797835139554256	1	0.692708333333333	AT5G23940
AT1G69490	AT1G43700	1	1	0	
AT1G69490	AT5G66700	0.999931057694357	1	0.30787037037037	AT1G19850,AT1G21810,AT1G73590,AT3G52920,AT3G53190
AT1G69490	AT5G25190	0.999765829779485	1	0.135162601626016	AT1G73590
AT1G69490	AT5G05410	0.992113084339558	1	0.230902777777778	AT5G23940
AT1G69490	AT1G22640	0.916307749664887	1	0.527777777777778	AT3G52920,AT5G23940
AT1G69490	AT5G60850	0.9987159275403	1	0.435861423220974	AT1G19850,AT1G21810,AT1G73590,AT2G07170,AT2G21790,AT3G23580,AT5G23420
AT1G69490	AT2G18550	0.996438444506495	1	0.419823232323232	AT1G19850,AT1G21810,AT3G01410,AT3G52920,AT3G53190
AT1G69490	AT5G39610	1	1	0	
AT1G69490	AT4G36740	0.999986011647679	1	0.372201492537313	AT1G19850,AT1G21810,AT1G73590,AT2G07170,AT3G01410,AT3G23580,AT3G52920,AT3G53190,AT5G03870
AT1G69490	AT1G44830	0.950715291201023	1	0.369444444444444	AT1G73590
AT5G05410	AT4G01120	1	1	0	
AT5G05410	AT1G01720	0.995711121016778	1	0.291666666666667	AT3G19590,AT5G23940
AT5G05410	AT4G31800	0.999994793447074	1	0.0939265536723164	AT5G23940
AT5G05410	AT1G77450	0.999904569542999	1	0.191091954022989	AT3G19590,AT5G23940
AT5G05410	AT2G36270	0.999946152626409	1	0.115451388888889	AT3G19590
AT5G05410	AT1G09530	1	1	0	
AT5G05410	AT5G60850	1	1	0	
AT1G77450	AT5G60850	0.999999735749883	1	0.127394636015326	AT1G19850,AT3G27330
AT1G77450	AT4G34000	0.994849795610774	1	0.29954954954955	AT1G72250,AT5G23940
AT1G77450	AT1G01720	0.999997282851556	1	0.226190476190476	AT1G19850,AT3G19590,AT3G53190,AT5G23940
AT1G77450	AT4G31800	0.999999999933033	1	0.194444444444444	AT1G19850,AT1G72250,AT3G27330,AT3G52920,AT3G53190,AT5G23940
AT1G77450	AT5G05410	0.999904569542999	1	0.191091954022989	AT3G19590,AT5G23940
AT1G77450	AT5G66700	0.999996021753438	1	0.230902777777778	AT1G19850,AT1G72250,AT3G52920,AT3G53190
AT1G77450	AT1G09530	1	1	0	
AT1G77450	AT1G69490	0.999115573879796	1	0.335858585858586	AT1G19850,AT3G52920,AT3G53190,AT5G23940
AT1G77450	AT4G11660	0.926144791143337	1	0.426282051282051	AT5G23940
AT1G77450	AT1G22640	0.993401070608697	1	0.369444444444444	AT3G19590,AT3G52920,AT5G23940
AT1G01720	AT1G22640	0.9637842935901	1	0.426282051282051	AT3G19590,AT5G23940
AT1G01720	AT5G60850	0.998293195303491	1	0.569349315068493	AT1G06420,AT1G17140,AT1G19850,AT1G44110,AT1G73590,AT2G16440,AT2G21790,AT2G26400,AT3G27360,AT3G51280,AT3G61610,AT4G05520,AT4G31610,AT5G01370,AT5G28640
AT1G01720	AT3G60490	0.99694685464676	1	0.539454277286136	AT1G17140,AT1G19850,AT1G44900,AT1G73590,AT2G16440,AT2G37470,AT3G19590,AT4G05520,AT4G14150,AT5G22880,AT5G54670
AT1G01720	AT2G22430	0.999998892144682	1	0.455479452054795	AT1G06420,AT1G17140,AT1G23000,AT1G23410,AT2G16440,AT2G37470,AT3G19590,AT3G27360,AT3G51280,AT3G53190,AT3G61610,AT4G01730,AT4G26660,AT5G01370,AT5G23940,AT5G28640,AT5G61000,AT5G63950
AT1G01720	AT2G36270	0.999905308119295	1	0.388888888888889	AT1G19850,AT1G73590,AT2G16440,AT2G37470,AT3G19590,AT3G27360,AT3G53190,AT4G01730
AT1G01720	AT5G05410	0.995711121016778	1	0.291666666666667	AT3G19590,AT5G23940
AT1G01720	AT5G66700	0.991513601703757	1	0.637889688249401	AT1G17140,AT1G19850,AT1G23000,AT1G44110,AT1G44900,AT1G63100,AT1G73590,AT2G26400,AT2G37470,AT3G53190,AT3G61610,AT4G05520,AT4G26660,AT5G01370,AT5G28640,AT5G54670
AT1G01720	AT1G09530	1	1	0	
AT1G01720	AT2G01570	0.967143762677259	1	0.325980392156863	AT5G23940
AT1G01720	AT4G11660	0.193853852125643	1	1.70512820512821	AT1G07370,AT4G31610,AT5G01370,AT5G23940
AT1G01720	AT5G04340	0.909623253076856	1	0.461805555555556	AT5G23940
AT1G01720	AT5G47370	0.999489066571015	1	0.449324324324324	AT1G19850,AT1G44110,AT1G63100,AT1G73590,AT2G37470,AT3G27360,AT4G01730,AT4G05520,AT5G23940
AT1G01720	AT5G25190	0.995171714732238	1	0.432942708333333	AT1G23000,AT1G63100,AT1G73590,AT2G16440,AT3G23890
